"Country","Country__URI","Region","Region__URI","City","City__URI"
"Seychelles","http://dbpedia.org/resource/Seychelles","English River","http://dbpedia.org/resource/English_River,_Seychelles","Victorria","http://dbpedia.org/resource/Victoria,_Seychelles"
"Argentina","http://dbpedia.org/resource/Argentina","Entre Rios","http://dbpedia.org/resource/Entre_Ríos_Province","Victtoria","http://dbpedia.org/resource/Victoria,_Entre_Rios"
"Mexico","http://dbpedia.org/resource/Mexico","Guanajuato","http://dbpedia.org/resource/Guanajuato","Victoriaa","http://dbpedia.org/resource/Victoria,_Guanajuato"
"Romania","http://dbpedia.org/resource/Romania","Iasi","http://dbpedia.org/resource/Iași_County","Victoriia","http://dbpedia.org/resource/Victoria,_Iasi"
"Malaysia","http://dbpedia.org/resource/Malaysia","Labuan","http://dbpedia.org/resource/Labuan","Victoriaa","http://dbpedia.org/resource/Victoria,_Labuan"
"Philippines","http://dbpedia.org/resource/Philippines","Mimaropa","http://dbpedia.org/resource/Mimaropa","Victoriia","http://dbpedia.org/resource/Victoria,_Oriental_Mindoro"
"Grenada","http://dbpedia.org/resource/Grenada","Saint Mark","http://dbpedia.org/resource/Saint_Mark,_Grenada","Victoria","http://dbpedia.org/resource/Victoria,_Grenada"
"Malta","http://dbpedia.org/resource/Malta","Gozo","http://dbpedia.org/resource/Gozo_(region)","Victoria","http://dbpedia.org/resource/Victoria,_Gozo"
"United Kingdom","http://dbpedia.org/resource/United_Kingdom","Wales","http://dbpedia.org/resource/Wales,_United_Kingdom","Victoriaa","http://dbpedia.org/resource/Victoria,_Newport"
"Honduras","http://dbpedia.org/resource/Honduras","Yoro","http://dbpedia.org/resource/Yoro_department","Victooria","http://dbpedia.org/resource/Victoria,_Yoro"
