"Nickname","Nickname__URI","Team","Team__URI","BirthPlace","BirthPlace__URI"
"Eaasyy","http://dbpedia.org/resource/Ed_Macauley","St. Louis Bombers (NBA)","http://dbpedia.org/resource/St._Louis_Bombers_(NBA)","St. Louis, Missouri","http://dbpedia.org/resource/St._Louis,_Missouri"
"Easy Edd","http://dbpedia.org/resource/Ed_Macauley","St. Louis Bombers (NBA)","http://dbpedia.org/resource/St._Louis_Bombers_(NBA)","St. Louis, Missouri","http://dbpedia.org/resource/St._Louis,_Missouri"
"Soockss","http://dbpedia.org/resource/Elliot_Perry","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Memphis, Tennessee","http://dbpedia.org/resource/Memphis,_Tennessee"
"E","http://dbpedia.org/resource/Elvin_Hayes","San Diego Rockets","http://dbpedia.org/resource/San_Diego_Rockets","Rayville, Louisiana","http://dbpedia.org/resource/Rayville,_Louisiana"
"The BBig EE","http://dbpedia.org/resource/Elvin_Hayes","San Diego Rockets","http://dbpedia.org/resource/San_Diego_Rockets","Rayville, Louisiana","http://dbpedia.org/resource/Rayville,_Louisiana"
"The Bledshow","http://dbpedia.org/resource/Eric_Bledsoe","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Birmingham, Alabama","http://dbpedia.org/resource/Birmingham,_Alabama"
"GGhhostface Ilya","http://dbpedia.org/resource/Ersan_İlyasova","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Eskişehir","http://dbpedia.org/resource/Eskişehir"
"Turkish Thunderrr","http://dbpedia.org/resource/Ersan_İlyasova","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Eskişehir","http://dbpedia.org/resource/Eskişehir"
"Fatt","http://dbpedia.org/resource/Fat_Lever","Portland Trail Blazers","http://dbpedia.org/resource/Portland_Trail_Blazers","Pine Bluff, Arkansas","http://dbpedia.org/resource/Pine_Bluff,_Arkansas"
"The French Princee","http://dbpedia.org/resource/Frank_Ntilikina","Strasbourg IG","http://dbpedia.org/resource/Strasbourg_IG","Ixelles","http://dbpedia.org/resource/Ixelles"
"Downtown Freddiee","http://dbpedia.org/resource/Fred_Brown_(basketball)","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Milwaukee, Wisconsin","http://dbpedia.org/resource/Milwaukee,_Wisconsin"
"The Maayor","http://dbpedia.org/resource/Fred_Hoiberg","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Lincoln, Nebraska","http://dbpedia.org/resource/Lincoln,_Nebraska"
"Furk the Turkk","http://dbpedia.org/resource/Furkan_Korkmaz","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Bakırköy","http://dbpedia.org/resource/Bakırköy"
"GPPP","http://dbpedia.org/resource/Gary_Payton","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Oakland, California","http://dbpedia.org/resource/Oakland,_California"
"The  Glove","http://dbpedia.org/resource/Gary_Payton","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Oakland, California","http://dbpedia.org/resource/Oakland,_California"
"Icee","http://dbpedia.org/resource/George_Gervin","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Detroit","http://dbpedia.org/resource/Detroit"
"Iceberg Slimm","http://dbpedia.org/resource/George_Gervin","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Detroit","http://dbpedia.org/resource/Detroit"
"The Icemann","http://dbpedia.org/resource/George_Gervin","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Detroit","http://dbpedia.org/resource/Detroit"
"The Blind Bomber","http://dbpedia.org/resource/George_Glamack","Grand Rapids Hornets","","Johnstown, Pennsylvania","http://dbpedia.org/resource/Johnstown,_Pennsylvania"
"Mr. Basketball","http://dbpedia.org/resource/George_Mikan","Minneapolis Lakers","http://dbpedia.org/resource/Minneapolis_Lakers","Joliet, Illinois","http://dbpedia.org/resource/Joliet,_Illinois"
"The Big Numberr","http://dbpedia.org/resource/George_Mikan","Minneapolis Lakers","http://dbpedia.org/resource/Minneapolis_Lakers","Joliet, Illinois","http://dbpedia.org/resource/Joliet,_Illinois"
"Crashhh","http://dbpedia.org/resource/Gerald_Wallace","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Sylacauga, Alabama","http://dbpedia.org/resource/Sylacauga,_Alabama"
"G-Forcee","http://dbpedia.org/resource/Gerald_Wallace","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Sylacauga, Alabama","http://dbpedia.org/resource/Sylacauga,_Alabama"
"Greek Freakk","http://dbpedia.org/resource/Giannis_Antetokounmpo","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Athens","http://dbpedia.org/resource/Athens"
"The Alphaaabet","http://dbpedia.org/resource/Giannis_Antetokounmpo","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Athens","http://dbpedia.org/resource/Athens"
"Agent ZZero","http://dbpedia.org/resource/Gilbert_Arenas","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"Black Presidenntt","http://dbpedia.org/resource/Gilbert_Arenas","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"Gil","http://dbpedia.org/resource/Gilbert_Arenas","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"High-Nooonn","http://dbpedia.org/resource/Gilbert_Arenas","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"Nachoo","http://dbpedia.org/resource/Gilbert_Arenas","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"The Gambbler","http://dbpedia.org/resource/Gilbert_Arenas","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"The Hibachii","http://dbpedia.org/resource/Gilbert_Arenas","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"Bigg Babby","http://dbpedia.org/resource/Glen_Davis_(basketball)","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Baton Rouge, Louisiana","http://dbpedia.org/resource/Baton_Rouge,_Louisiana"
"Uno-Unoo","http://dbpedia.org/resource/Glen_Davis_(basketball)","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Baton Rouge, Louisiana","http://dbpedia.org/resource/Baton_Rouge,_Louisiana"
"Big  Dog","http://dbpedia.org/resource/Glenn_Robinson","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Gary, Indiana","http://dbpedia.org/resource/Gary,_Indiana"
"Goosee","http://dbpedia.org/resource/Goose_Tatum","Harlem Globetrotters","http://dbpedia.org/resource/Harlem_Globetrotters","El Dorado, Arkansas","http://dbpedia.org/resource/El_Dorado,_Arkansas"
"Gold Dragonn","http://dbpedia.org/resource/Goran_Dragić","Miami Heat","http://dbpedia.org/resource/Miami_Heat","SR Slovenia","http://dbpedia.org/resource/SR_Slovenia"
"The Drragon","http://dbpedia.org/resource/Goran_Dragić","Miami Heat","http://dbpedia.org/resource/Miami_Heat","SR Slovenia","http://dbpedia.org/resource/SR_Slovenia"
"GG","http://dbpedia.org/resource/Grant_Hill","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Dallas","http://dbpedia.org/resource/Dallas"
"G-moneyyy","http://dbpedia.org/resource/Grant_Hill","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Dallas","http://dbpedia.org/resource/Dallas"
"SSpecial KK","http://dbpedia.org/resource/Greg_Kelser","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Panama City, Florida","http://dbpedia.org/resource/Panama_City,_Florida"
"MMoosee","http://dbpedia.org/resource/Greg_Monroe","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","New Orleans, Louisiana","http://dbpedia.org/resource/New_Orleans,_Louisiana"
"The Dancingg Bearr","http://dbpedia.org/resource/Guerschon_Yabusele","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Dreux","http://dbpedia.org/resource/Dreux"
"Honeycomb","http://dbpedia.org/resource/Gus_Johnson_(basketball)","Baltimore Bullets (1963–73)","http://dbpedia.org/resource/Baltimore_Bullets_(1963–73)","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"The Dreammm","http://dbpedia.org/resource/Hakeem_Olajuwon","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Lagos","http://dbpedia.org/resource/Lagos"
"Happyyy","http://dbpedia.org/resource/Happy_Hairston","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Winston-Salem, North Carolina","http://dbpedia.org/resource/Winston-Salem,_North_Carolina"
"BBaby Jordann","http://dbpedia.org/resource/Harold_Miner","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Inglewood, California","http://dbpedia.org/resource/Inglewood,_California"
"Thhee Black Falcon","http://dbpedia.org/resource/Harrison_Barnes","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Ames, Iowa","http://dbpedia.org/resource/Ames,_Iowa"
"The Horse","http://dbpedia.org/resource/Harry_Gallatin","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Roxana, Illinois","http://dbpedia.org/resource/Roxana,_Illinois"
"Lickface","http://dbpedia.org/resource/Henry_Sims","Utah Jazz","http://dbpedia.org/resource/Utah_Jazz","Baltimore, Maryland","http://dbpedia.org/resource/Baltimore,_Maryland"
"Hot Rod","http://dbpedia.org/resource/Hot_Rod_Hundley","Cincinnati Royals","http://dbpedia.org/resource/Cincinnati_Royals","Charleston, West Virginia","http://dbpedia.org/resource/Charleston,_West_Virginia"
"Shumppp","http://dbpedia.org/resource/Iman_Shumpert","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Oak Park, Illinois","http://dbpedia.org/resource/Oak_Park,_Illinois"
"Cutsss","http://dbpedia.org/resource/Isiah_Thomas","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Chicago","http://dbpedia.org/resource/Chicago"
"The Baby-Facedd Assassin","http://dbpedia.org/resource/Isiah_Thomas","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Chicago","http://dbpedia.org/resource/Chicago"
"Zekee","http://dbpedia.org/resource/Isiah_Thomas","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Chicago","http://dbpedia.org/resource/Chicago"
"JR Swishhh","http://dbpedia.org/resource/J._R._Smith","New Orleans Hornets","http://dbpedia.org/resource/New_Orleans_Hornets","Freehold Borough, New Jersey","http://dbpedia.org/resource/Freehold_Borough,_New_Jersey"
"Big JJ","http://dbpedia.org/resource/Jahlil_Okafor","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Fort Smith, Arkansas","http://dbpedia.org/resource/Fort_Smith,_Arkansas"
"Jahhh","http://dbpedia.org/resource/Jahlil_Okafor","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Fort Smith, Arkansas","http://dbpedia.org/resource/Fort_Smith,_Arkansas"
"Little Sullyy","http://dbpedia.org/resource/Jahlil_Okafor","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Fort Smith, Arkansas","http://dbpedia.org/resource/Fort_Smith,_Arkansas"
"SSilkk","http://dbpedia.org/resource/Jamaal_Wilkes","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Berkeley, California","http://dbpedia.org/resource/Berkeley,_California"
"Crawssover Crawforddd","http://dbpedia.org/resource/Jamal_Crawford","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Seattle","http://dbpedia.org/resource/Seattle"
"J  Crossover","http://dbpedia.org/resource/Jamal_Crawford","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Seattle","http://dbpedia.org/resource/Seattle"
"L.A.'s Dance Instructorrr","http://dbpedia.org/resource/Jamal_Crawford","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Seattle","http://dbpedia.org/resource/Seattle"
"Mr Annd-Onee","http://dbpedia.org/resource/Jamal_Crawford","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Seattle","http://dbpedia.org/resource/Seattle"
"The Blue Arroww","http://dbpedia.org/resource/Jamal_Murray","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Kitchener, Ontario","http://dbpedia.org/resource/Kitchener,_Ontario"
"Crib Midgettt","http://dbpedia.org/resource/Jameer_Nelson","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Chester, Pennsylvania","http://dbpedia.org/resource/Chester,_Pennsylvania"
"Mighty Mousee","http://dbpedia.org/resource/Jameer_Nelson","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Chester, Pennsylvania","http://dbpedia.org/resource/Chester,_Pennsylvania"
"El Chapo","http://dbpedia.org/resource/James_Harden","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"The Bearddd","http://dbpedia.org/resource/James_Harden","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"Captain Late","http://dbpedia.org/resource/James_Silas","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Tallulah, Louisiana","http://dbpedia.org/resource/Tallulah,_Louisiana"
"The Latee Mr. Silas","http://dbpedia.org/resource/James_Silas","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Tallulah, Louisiana","http://dbpedia.org/resource/Tallulah,_Louisiana"
"TThe Snnake","http://dbpedia.org/resource/James_Silas","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Tallulah, Louisiana","http://dbpedia.org/resource/Tallulah,_Louisiana"
"Big Game Jamess","http://dbpedia.org/resource/James_Worthy","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Gastonia, North Carolina","http://dbpedia.org/resource/Gastonia,_North_Carolina"
"J-Kiddd","http://dbpedia.org/resource/Jason_Kidd","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","San Francisco","http://dbpedia.org/resource/San_Francisco"
"JEETT","http://dbpedia.org/resource/Jason_Terry","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Seattle","http://dbpedia.org/resource/Seattle"
"White Chocolate","http://dbpedia.org/resource/Jason_Williams_(basketball,_born_1975)","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Belle, West Virginia","http://dbpedia.org/resource/Belle,_West_Virginia"
"Iron Mann","http://dbpedia.org/resource/Jeff_Green_(basketball)","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Cheverly, Maryland","http://dbpedia.org/resource/Cheverly,_Maryland"
"Uncle Jefff","http://dbpedia.org/resource/Jeff_Green_(basketball)","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Cheverly, Maryland","http://dbpedia.org/resource/Cheverly,_Maryland"
"J.OOO","http://dbpedia.org/resource/Jermaine_O'Neal","Portland Trail Blazers","http://dbpedia.org/resource/Portland_Trail_Blazers","Columbia, South Carolina","http://dbpedia.org/resource/Columbia,_South_Carolina"
"Junkyard Doggg","http://dbpedia.org/resource/Jerome_Williams_(basketball)","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"Houndd","http://dbpedia.org/resource/Jerry_Baskerville","New York Guard","http://dbpedia.org/resource/New_York_Guard","Pennsylvania","http://dbpedia.org/resource/Pennsylvania"
"Houusee","http://dbpedia.org/resource/Jerry_Stackhouse","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Kinston, North Carolina","http://dbpedia.org/resource/Kinston,_North_Carolina"
"Staackk","http://dbpedia.org/resource/Jerry_Stackhouse","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Kinston, North Carolina","http://dbpedia.org/resource/Kinston,_North_Carolina"
"Mr. Clutchh","http://dbpedia.org/resource/Jerry_West","Minneapolis Lakers","http://dbpedia.org/resource/Minneapolis_Lakers","Chelyan, West Virginia","http://dbpedia.org/resource/Chelyan,_West_Virginia"
"The Logo","http://dbpedia.org/resource/Jerry_West","Minneapolis Lakers","http://dbpedia.org/resource/Minneapolis_Lakers","Chelyan, West Virginia","http://dbpedia.org/resource/Chelyan,_West_Virginia"
"Bad Newss","http://dbpedia.org/resource/Jim_Barnes_(basketball)","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Tuckerman, Arkansas","http://dbpedia.org/resource/Tuckerman,_Arkansas"
"Jungle Jimm","http://dbpedia.org/resource/Jim_Loscutoff","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","San Francisco","http://dbpedia.org/resource/San_Francisco"
"Kangaroo Kidd","http://dbpedia.org/resource/Jim_Pollard","Chicago Stags","http://dbpedia.org/resource/Chicago_Stags","Oakland, California","http://dbpedia.org/resource/Oakland,_California"
"Jellybeaan","http://dbpedia.org/resource/Joe_Bryant","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Philadelphia, Pennsylvania","http://dbpedia.org/resource/Philadelphia,_Pennsylvania"
"Jumpinng Joee","http://dbpedia.org/resource/Joe_Caldwell","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Texas City, Texas","http://dbpedia.org/resource/Texas_City,_Texas"
"PPoogo","http://dbpedia.org/resource/Joe_Caldwell","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Texas City, Texas","http://dbpedia.org/resource/Texas_City,_Texas"
"The Processs","http://dbpedia.org/resource/Joel_Embiid","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Yaoundé","http://dbpedia.org/resource/Yaoundé"
"Vanilla Goorilla","http://dbpedia.org/resource/Joel_Przybilla","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Monticello, Minnesota","http://dbpedia.org/resource/Monticello,_Minnesota"
"Hot Rod","http://dbpedia.org/resource/John_%22Hot_Rod%22_Williams","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Sorrento, Louisiana","http://dbpedia.org/resource/Sorrento,_Louisiana"
"HHondoo","http://dbpedia.org/resource/John_Havlicek","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Martins Ferry, Ohio","http://dbpedia.org/resource/Martins_Ferry,_Ohio"
"Spiderr","http://dbpedia.org/resource/John_Salley","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Brooklyn, New York","http://dbpedia.org/resource/Brooklyn,_New_York"
"Hot Plateee","http://dbpedia.org/resource/John_Williams_(basketball,_born_1966)","Washington Bullets","http://dbpedia.org/resource/Washington_Bullets","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"Redd","http://dbpedia.org/resource/Johnny_Kerr","Syracuse Nationals","http://dbpedia.org/resource/Syracuse_Nationals","Chicago, Illinois","http://dbpedia.org/resource/Chicago,_Illinois"
"The Brockness Monstter","http://dbpedia.org/resource/Jon_Brockman","Portland Trail Blazers","http://dbpedia.org/resource/Portland_Trail_Blazers","Snohomish, Washington","http://dbpedia.org/resource/Snohomish,_Washington"
"Jonny Macc","http://dbpedia.org/resource/Jon_McGlocklin","Cincinnati Royals","http://dbpedia.org/resource/Cincinnati_Royals","Franklin, Indiana","http://dbpedia.org/resource/Franklin,_Indiana"
"The Jewish Jordaann","http://dbpedia.org/resource/Jon_Scheyer","Duke Blue Devils men's basketball","http://dbpedia.org/resource/Duke_Blue_Devils_men's_basketball","Northbrook, Illinois","http://dbpedia.org/resource/Northbrook,_Illinois"
"Juicee","http://dbpedia.org/resource/Jonathon_Simmons","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","Houston","http://dbpedia.org/resource/Houston"
"JJ-Mick","http://dbpedia.org/resource/Jordan_Mickey","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Dallas","http://dbpedia.org/resource/Dallas"
"J-Smoovee","http://dbpedia.org/resource/Josh_Smith","Atlanta Hawks","http://dbpedia.org/resource/Atlanta_Hawks","College Park, Georgia","http://dbpedia.org/resource/College_Park,_Georgia"
"Juanncho","http://dbpedia.org/resource/Juan_Hernangómez","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Madrid","http://dbpedia.org/resource/Madrid"
"Dr. JJ","http://dbpedia.org/resource/Julius_Erving","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","New York City","http://dbpedia.org/resource/New_York_City"
"Thee Black Pantherr","http://dbpedia.org/resource/Julius_Randle","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Dallas","http://dbpedia.org/resource/Dallas"
"The Bosnian Beastt","http://dbpedia.org/resource/Jusuf_Nurkić","Chicago Bulls","http://dbpedia.org/resource/Chicago_Bulls","Tuzla","http://dbpedia.org/resource/Tuzla"
"AAA","http://dbpedia.org/resource/Kareem_Abdul-Jabbar","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","New York City","http://dbpedia.org/resource/New_York_City"
"The Captain","http://dbpedia.org/resource/Kareem_Abdul-Jabbar","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","New York City","http://dbpedia.org/resource/New_York_City"
"The Mailmann","http://dbpedia.org/resource/Karl_Malone","Utah Jazz","http://dbpedia.org/resource/Utah_Jazz","Summerfield, Louisiana","http://dbpedia.org/resource/Summerfield,_Louisiana"
"BBig KAT","http://dbpedia.org/resource/Karl-Anthony_Towns","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Piscataway, New Jersey","http://dbpedia.org/resource/Piscataway,_New_Jersey"
"Special-KK","http://dbpedia.org/resource/Karl-Anthony_Towns","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Piscataway, New Jersey","http://dbpedia.org/resource/Piscataway,_New_Jersey"
"The Biig Meoww","http://dbpedia.org/resource/Karl-Anthony_Towns","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Piscataway, New Jersey","http://dbpedia.org/resource/Piscataway,_New_Jersey"
"Sugar KKK","http://dbpedia.org/resource/Kawhi_Leonard","Indiana Pacers","http://dbpedia.org/resource/Indiana_Pacers","Riverside, California","http://dbpedia.org/resource/Riverside,_California"
"Thhe Claw","http://dbpedia.org/resource/Kawhi_Leonard","Indiana Pacers","http://dbpedia.org/resource/Indiana_Pacers","Riverside, California","http://dbpedia.org/resource/Riverside,_California"
"Wave  Papii","http://dbpedia.org/resource/Kelly_Oubre_Jr.","Atlanta Hawks","http://dbpedia.org/resource/Atlanta_Hawks","New Orleans","http://dbpedia.org/resource/New_Orleans"
"Cardiac Kemmba","http://dbpedia.org/resource/Kemba_Walker","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","The Bronx","http://dbpedia.org/resource/The_Bronx"
"The Manimal","http://dbpedia.org/resource/Ken_Bannister","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Baltimore","http://dbpedia.org/resource/Baltimore"
"The Jett","http://dbpedia.org/resource/Kenny_Smith","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Queens, New York","http://dbpedia.org/resource/Queens,_New_York"
"KCPPP","http://dbpedia.org/resource/Kentavious_Caldwell-Pope","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Thomaston, Georgia","http://dbpedia.org/resource/Thomaston,_Georgia"
"K-MMartt","http://dbpedia.org/resource/Kenyon_Martin","New Jersey Nets","http://dbpedia.org/resource/New_Jersey_Nets","Saginaw, Michigan","http://dbpedia.org/resource/Saginaw,_Michigan"
"Durantuulla","http://dbpedia.org/resource/Kevin_Durant","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"KDD","http://dbpedia.org/resource/Kevin_Durant","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"Slim Reaper","http://dbpedia.org/resource/Kevin_Durant","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"Snaake","http://dbpedia.org/resource/Kevin_Durant","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"The Servvant","http://dbpedia.org/resource/Kevin_Durant","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"Big Tickettt","http://dbpedia.org/resource/Kevin_Garnett","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Greenville, South Carolina","http://dbpedia.org/resource/Greenville,_South_Carolina"
"KGGG","http://dbpedia.org/resource/Kevin_Garnett","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Greenville, South Carolina","http://dbpedia.org/resource/Greenville,_South_Carolina"
"The Kid","http://dbpedia.org/resource/Kevin_Garnett","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Greenville, South Carolina","http://dbpedia.org/resource/Greenville,_South_Carolina"
"The Black Hole","http://dbpedia.org/resource/Kevin_McHale_(basketball)","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Hibbing, Minnesota","http://dbpedia.org/resource/Hibbing,_Minnesota"
"Hermaan Munster","http://dbpedia.org/resource/Kevin_McHale_(basketball)","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Hibbing, Minnesota","http://dbpedia.org/resource/Hibbing,_Minnesota"
"Little Drummer Boy","http://dbpedia.org/resource/Kevin_Porter_(basketball)","Baltimore Bullets (1963–73)","http://dbpedia.org/resource/Baltimore_Bullets_(1963–73)","Chicago","http://dbpedia.org/resource/Chicago"
"Man Bear Piggg","http://dbpedia.org/resource/Kevin_Séraphin","Chicago Bulls","http://dbpedia.org/resource/Chicago_Bulls","Cayenne","http://dbpedia.org/resource/Cayenne"
"Black  Mamba","http://dbpedia.org/resource/Kobe_Bryant","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Philadelphia, Pennsylvania","http://dbpedia.org/resource/Philadelphia,_Pennsylvania"
"KBB-244","http://dbpedia.org/resource/Kobe_Bryant","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Philadelphia, Pennsylvania","http://dbpedia.org/resource/Philadelphia,_Pennsylvania"
"Viinoo","http://dbpedia.org/resource/Kobe_Bryant","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Philadelphia, Pennsylvania","http://dbpedia.org/resource/Philadelphia,_Pennsylvania"
"Big Sexy","http://dbpedia.org/resource/Kurt_Thomas_(basketball)","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Dallas, Texas","http://dbpedia.org/resource/Dallas,_Texas"
"Dirty Kurttt","http://dbpedia.org/resource/Kurt_Thomas_(basketball)","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Dallas, Texas","http://dbpedia.org/resource/Dallas,_Texas"
"Mid Lifeee","http://dbpedia.org/resource/Kurt_Thomas_(basketball)","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Dallas, Texas","http://dbpedia.org/resource/Dallas,_Texas"
"KKyriediculous","http://dbpedia.org/resource/Kyrie_Irving","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Melbourne","http://dbpedia.org/resource/Melbourne"
