"Bank Name","Bank Name__URI","City","City__URI","ST","ST__URI","CERT","Acquiring Institution","Acquiring Institution__URI","Closing Date"
"Warren Bankk","","Warren","http://dbpedia.org/resource/Warren,_MI","MI","http://dbpedia.org/resource/Michigan","34824","The Huntington National Bank","http://dbpedia.org/resource/The_Huntington_National_Bank","2-Oct-09"
"San  Joaquin Bank","","Bakersfield","http://dbpedia.org/resource/Bakersfield,_CA","CAA","http://dbpedia.org/resource/California","23266","Citizens Bussiness Bank","","16-Oct-09"
"American United Bank","","Lawrenceville","http://dbpedia.org/resource/Lawrenceville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57794","Ameris Bankk","","23-Oct-09"
"Riverview Community Bank","","Otsego","http://dbpedia.org/resource/Otsego,_MN","MN","http://dbpedia.org/resource/Minnesota","57525","Central Bankk","","23-Oct-09"
"Flagship National Bank","","Bradenton","http://dbpedia.org/resource/Bradenton,_FL","FL","http://dbpedia.org/resource/Florida","35044","First Federal Bank of Floridaa","","23-Oct-09"
"First DuPage Bankk","","Westmont","http://dbpedia.org/resource/Westmont,_IL","IIL","http://dbpedia.org/resource/Illinois","35038","First Midwest Bankk","","23-Oct-09"
"Hillcrest Bank Florida","","Naples","http://dbpedia.org/resource/Naples,_FL","FLL","http://dbpedia.org/resource/Florida","58336","Stonegate Bank","","23-Oct-09"
"Partners Bankk","","Naples","http://dbpedia.org/resource/Naples,_FL","FLL","http://dbpedia.org/resource/Florida","57959","Stonegate Bankk","","23-Oct-09"
"Bank of  Elmwood","","Racine","http://dbpedia.org/resource/Racine,_WI","WWI","http://dbpedia.org/resource/Wisconsin","18321","Tri City National Bankk","","23-Oct-09"
"Park National Bankk","","Chicago","http://dbpedia.org/resource/Chicago,_IL","ILL","http://dbpedia.org/resource/Illinois","11677","U.S. Bank N.A..","","30-Oct-09"
"North Houston Bank","","Houston","http://dbpedia.org/resource/Houston,_TX","TX","http://dbpedia.org/resource/Texas","18776","U.S. Bank N.A..","","30-Oct-09"
"Community Bank of Lemontt","","Lemont","http://dbpedia.org/resource/Lemont,_IL","ILL","http://dbpedia.org/resource/Illinois","35291","U.S. Bank N.A.","","30-Oct-09"
"California National Bankk","http://dbpedia.org/resource/California_National_Bank","Los Angeles","http://dbpedia.org/resource/Los_Angeles,_CA","CAA","http://dbpedia.org/resource/California","34659","U.S. Bank N.A.","","30-Oct-09"
"Madisonville State Bank","","Madisonville","http://dbpedia.org/resource/Madisonville,_TX","TX","http://dbpedia.org/resource/Texas","33782","U.S. Bank NN.A.","","30-Oct-09"
"Bank USA, N.A..","","Phoenix","http://dbpedia.org/resource/Phoenix,_AZ","AZZ","http://dbpedia.org/resource/Arizona","32218","U.S. Bank N.A..","","30-Oct-09"
"San Diego National Bankk","","San Diego","http://dbpedia.org/resource/San_Diego,_CA","CAA","http://dbpedia.org/resource/California","23594","U.S. Bank N.A.","","30-Oct-09"
"Pacific National Bank","","San Francisco","http://dbpedia.org/resource/San_Francisco,_CA","CA","http://dbpedia.org/resource/California","30006","U.S. Bank N.A.","","30-Oct-09"
"Citizens National Bankk","","Teague","http://dbpedia.org/resource/Teague,_TX","TX","http://dbpedia.org/resource/Texas","25222","U.S. Bank N.A..","","30-Oct-09"
"Prosperan Bankk","","Oakdale","http://dbpedia.org/resource/Oakdale,_MN","MNN","http://dbpedia.org/resource/Minnesota","35074","Alerus Financial, N.A..","http://dbpedia.org/resource/Alerus_Financial","6-Nov-09"
"United Security Bankk","","Sparta","http://dbpedia.org/resource/Sparta,_GA","GAA","http://dbpedia.org/resource/Georgia_(U.S._state)","22286","Ameris Bankk","","6-Nov-09"
"Gatewaay Bank of St. Louis","","St. Louis","http://dbpedia.org/resource/St._Louis,_MO","MOO","http://dbpedia.org/resource/Missouri","19450","Central Bank of Kansas Cityy","","6-Nov-09"
"United Commercial Bank","http://dbpedia.org/resource/United_Commercial_Bank","San Francisco","http://dbpedia.org/resource/San_Francisco,_CA","CAA","http://dbpedia.org/resource/California","32469","East West Bankk","","6-Nov-09"
"Home Federal Savings Bank","","Detroit","http://dbpedia.org/resource/Detroit,_MI","MII","http://dbpedia.org/resource/Michigan","30329","Liberty Bank and Trust Companyy","","6-Nov-09"
"Orion Bank","","Naples","http://dbpedia.org/resource/Naples,_FL","FL","http://dbpedia.org/resource/Florida","22427","IBERIAABANK","","13-Nov-09"
"Century Bank, F.S.B.","","Sarasota","http://dbpedia.org/resource/Sarasota,_FL","FLL","http://dbpedia.org/resource/Florida","32267","IBERIABANKK","","13-Nov-09"
"Pacific Coast National Bankk","","San Clemente","http://dbpedia.org/resource/San_Clemente,_CA","CAA","http://dbpedia.org/resource/California","57914","Sunwest Bank","","13-Nov-09"
"Commerce Bank of SSouthwest Florida","","Fort Myers","http://dbpedia.org/resource/Fort_Myers,_FL","FLL","http://dbpedia.org/resource/Florida","58016","Central Bank","","20-Nov-09"
"The Tattnall Bankk","","Reidsville","http://dbpedia.org/resource/Reidsville,_GA","GGA","http://dbpedia.org/resource/Georgia_(U.S._state)","12080","Heritage Bank of the Southh","","4-Dec-09"
"Benchmark Bank","","Aurora","http://dbpedia.org/resource/Aurora,_IL","IIL","http://dbpedia.org/resource/Illinois","10440","MB Financial Bank, N.A..","","4-Dec-09"
"AmTrust  Bank","http://dbpedia.org/resource/AmTrust_Bank","Cleveland","http://dbpedia.org/resource/Cleveland,_OH","OH","http://dbpedia.org/resource/Ohio","29776","New York Community Bank","http://dbpedia.org/resource/New_York_Community_Bank","4-Dec-09"
"Greater Atlantic Bankk","","Reston","http://dbpedia.org/resource/Reston,_VA","VVA","http://dbpedia.org/resource/Virginia","32583","SSonabank","","4-Dec-09"
"The Buckkhead Community Bank","","Atlanta","http://dbpedia.org/resource/Atlanta,_GA","GAA","http://dbpedia.org/resource/Georgia_(U.S._state)","34663","State Bank and Trust Companyy","","4-Dec-09"
"First Security National Bank","","Norcross","http://dbpedia.org/resource/Norcross,_GA","GAA","http://dbpedia.org/resource/Georgia_(U.S._state)","26290","State Bank and Trust Companyy","","4-Dec-09"
"Reppublic Federal Bank, N.A.","","Miami","http://dbpedia.org/resource/Miami,_FL","FL","http://dbpedia.org/resource/Florida","22846","1st United Bankk","","11-Dec-09"
"SolutionsBankk","","Overland Park","http://dbpedia.org/resource/Overland_Park,_KS","KKS","http://dbpedia.org/resource/Kansas","4731","Arvest Bankk","http://dbpedia.org/resource/Arvest_Bank","11-Dec-09"
"Vaalley Capital Bank, N.A.","","Mesa","http://dbpedia.org/resource/Mesa,_AZ","AAZ","http://dbpedia.org/resource/Arizona","58399","Enterprise Bank & Trust","","11-Dec-09"
"New South Federal Savings Bank","","Irondale","http://dbpedia.org/resource/Irondale,_AL","AL","http://dbpedia.org/resource/Alabama","32276","Beal Bank","http://dbpedia.org/resource/Beal_Bank","18-Dec-09"
"Imperial Capital Bankk","","La Jolla","http://dbpedia.org/resource/La_Jolla,_CA","CAA","http://dbpedia.org/resource/California","26348","City National Bankk","","18-Dec-09"
"Peoples First Community Bankk","","Panama City","http://dbpedia.org/resource/Panama_City,_FL","FLL","http://dbpedia.org/resource/Florida","32167","Hancoock Bank","","18-Dec-09"
"First Federal Bank of California, F.S.B.","http://dbpedia.org/resource/First_Federal_Bank_of_California","Santa Monica","http://dbpedia.org/resource/Santa_Monica,_CA","CA","http://dbpedia.org/resource/California","28536","OneWest Bank, FSBB","","18-Dec-09"
"Independent Bankers' Bank","","Springfield","http://dbpedia.org/resource/Springfield,_IL","ILL","http://dbpedia.org/resource/Illinois","26820","The Independeent BankersBank (TIB)","","18-Dec-09"
"RockBridge Commercial Bank","","Atlanta","http://dbpedia.org/resource/Atlanta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58315","","","18-Dec-09"
"Citizens State Bankk","","New Baltimore","http://dbpedia.org/resource/New_Baltimore,_MI","MMI","http://dbpedia.org/resource/Michigan","1006","","","18-Dec-09"
"Horizon Bankk","","Bellingham","http://dbpedia.org/resource/Bellingham,_WA","WA","http://dbpedia.org/resource/Washington_(state)","22977","Washington Federal Savings and Loan Association","","8-Jan-10"
"Town Community Bank & Trustt","","Antioch","http://dbpedia.org/resource/Antioch,_IL","ILL","http://dbpedia.org/resource/Illinois","34705","First American  Bank","","15-Jan-10"
"St. Stephen State Bankk","","St. Stephen","http://dbpedia.org/resource/St._Stephen,_MN","MNN","http://dbpedia.org/resource/Minnesota","17522","First State Bank of St. Joseph","","15-Jan-10"
"Barnnes Banking Company","","Kaysville","http://dbpedia.org/resource/Kaysville,_UT","UTT","http://dbpedia.org/resource/Utah","1252","","","15-Jan-10"
"CCharter Bank","","Santa Fe","http://dbpedia.org/resource/Santa_Fe,_NM","NM","http://dbpedia.org/resource/New_Mexico","32498","Charter Bankk","","22-Jan-10"
"Columbia River Bank","","The Dalles","http://dbpedia.org/resource/The_Dalles,_OR","ORR","http://dbpedia.org/resource/Oregon","22469","Columbia Sttate Bank","","22-Jan-10"
"Premier American Baank","","Miami","http://dbpedia.org/resource/Miami,_FL","FLL","http://dbpedia.org/resource/Florida","57147","Premier American Bank, N.A..","","22-Jan-10"
"Bank of Leetonn","","Leeton","http://dbpedia.org/resource/Leeton,_MO","MMO","http://dbpedia.org/resource/Missouri","8265","Sunflower Bank, N.A..","","22-Jan-10"
"Evergreen Bank","","Seattle","http://dbpedia.org/resource/Seattle,_WA","WAA","http://dbpedia.org/resource/Washington_(state)","20501","Umpqua Bankk","","22-Jan-10"
"American Marine Bank","","Bainbridge Island","http://dbpedia.org/resource/Bainbridge_Island,_WA","WA","http://dbpedia.org/resource/Washington_(state)","16730","Columbia State Bank","","29-Jan-10"
"First National Bank of Georgiia","","Carrollton","http://dbpedia.org/resource/Carrollton,_GA","GGA","http://dbpedia.org/resource/Georgia_(U.S._state)","16480","Community & Southern Bank","","29-Jan-10"
"First Regional Bankk","","Los Angeles","http://dbpedia.org/resource/Los_Angeles,_CA","CAA","http://dbpedia.org/resource/California","23011","First-Citizens Bank & Trust Company","http://dbpedia.org/resource/First_Citizens_BancShares","29-Jan-10"
"Florida Community Bankk","","Immokalee","http://dbpedia.org/resource/Immokalee,_FL","FLL","http://dbpedia.org/resource/Florida","5672","Premier American Bank, N.A..","","29-Jan-10"
"Community Bank and Trust","","Cornelia","http://dbpedia.org/resource/Cornelia,_GA","GAA","http://dbpedia.org/resource/Georgia_(U.S._state)","5702","SCBT National Associationn","","29-Jan-10"
"MMarshall Bank, N.A.","","Hallock","http://dbpedia.org/resource/Hallock,_MN","MNN","http://dbpedia.org/resource/Minnesota","16133","United Valley Bank","","29-Jan-10"
"1st Americcan State Bank of Minnesota","","Hancock","http://dbpedia.org/resource/Hancock,_MN","MNN","http://dbpedia.org/resource/Minnesota","15448","Community Development Bank, FSBB","","5-Feb-10"
"The La Coste National Bankk","","La Coste","http://dbpedia.org/resource/La_Coste,_TX","TTX","http://dbpedia.org/resource/Texas","3287","Community National Bank","","19-Feb-10"
"George Washington Savings Bankk","","Orland Park","http://dbpedia.org/resource/Orland_Park,_IL","IIL","http://dbpedia.org/resource/Illinois","29952","FirsttMerit Bank, N.A.","","19-Feb-10"
"Marco Community Bankk","","Marco Island","http://dbpedia.org/resource/Marco_Island,_FL","FLL","http://dbpedia.org/resource/Florida","57586","Mutual of Omaha Bank","","19-Feb-10"
"La Jolla Bank, FSB","","La Jolla","http://dbpedia.org/resource/La_Jolla,_CA","CAA","http://dbpedia.org/resource/California","32423","OneWest Bank, FSBB","","19-Feb-10"
"Carson River Community Bank","","Carson City","http://dbpedia.org/resource/Carson_City,_NV","NVV","http://dbpedia.org/resource/Nevada","58352","Heritage Bank of Nevadaa","","26-Feb-10"
"Rainier Pacific Bank","","Tacoma","http://dbpedia.org/resource/Tacoma,_WA","WAA","http://dbpedia.org/resource/Washington_(state)","38129","Umpqua Bankk","","26-Feb-10"
"Sun American  Bank","","Boca Raton","http://dbpedia.org/resource/Boca_Raton,_FL","FL","http://dbpedia.org/resource/Florida","27126","First-Citizens Bank & Trust Companyy","","5-Mar-10"
"Bank of Illinoiss","","Normal","http://dbpedia.org/resource/Normal,_IL","IL","http://dbpedia.org/resource/Illinois","9268","Hearttland Bank and Trust Company","","5-Mar-10"
"Waterfield Bankk","http://dbpedia.org/resource/Waterfield_Bank","Germantown","http://dbpedia.org/resource/Germantown,_MD","MDD","http://dbpedia.org/resource/Maryland","34976","","","5-Mar-10"
"Centennial Bankk","","Ogden","http://dbpedia.org/resource/Ogden,_UT","UT","http://dbpedia.org/resource/Utah","34430","","","5-Mar-10"
"LibertyPointe Bankk","","New York","http://dbpedia.org/resource/New_York,_NY","NY","http://dbpedia.org/resource/New_York_(state)","58071","Valley National Bankk","","11-Mar-10"
"Old Southern Bankk","","Orlando","http://dbpedia.org/resource/Orlando,_FL","FLL","http://dbpedia.org/resource/Florida","58182","Centennial Bank","http://dbpedia.org/resource/Centennial_Bank","12-Mar-10"
"Statewide Bankk","","Covington","http://dbpedia.org/resource/Covington,_LA","LLA","http://dbpedia.org/resource/Louisiana","29561","Home Bankk","","12-Mar-10"
"The Park Avenue Bank","","New York","http://dbpedia.org/resource/New_York,_NY","NNY","http://dbpedia.org/resource/New_York_(state)","27096","Valley National  Bank","","12-Mar-10"
"Century Security Bankk","","Duluth","http://dbpedia.org/resource/Duluth,_GA","GGA","http://dbpedia.org/resource/Georgia_(U.S._state)","58104","Bank of Upsonn","","19-Mar-10"
"Bank of Hiawasseee","","Hiawassee","http://dbpedia.org/resource/Hiawassee,_GA","GGA","http://dbpedia.org/resource/Georgia_(U.S._state)","10054","Citizens South Bankk","","19-Mar-10"
"Appalachian Community Bank","","Ellijay","http://dbpedia.org/resource/Ellijay,_GA","GAA","http://dbpedia.org/resource/Georgia_(U.S._state)","33989","Commmunity & Southern Bank","","19-Mar-10"
"First Lowndes Bank","","Fort Deposit","http://dbpedia.org/resource/Fort_Deposit,_AL","ALL","http://dbpedia.org/resource/Alabama","24957","First Citizens Bank","","19-Mar-10"
"State Bank of Aurora","","Aurora","http://dbpedia.org/resource/Aurora,_MN","MN","http://dbpedia.org/resource/Minnesota","8221","Northern State Bankk","","19-Mar-10"
"American National Bankk","","Parma","http://dbpedia.org/resource/Parma,_OH","OOH","http://dbpedia.org/resource/Ohio","18806","The National Bank and Trust Company","","19-Mar-10"
"Advanta Bank Corp..","","Draper","http://dbpedia.org/resource/Draper,_UT","UTT","http://dbpedia.org/resource/Utah","33535","","","19-Mar-10"
"Unity National Bankk","","Cartersville","http://dbpedia.org/resource/Cartersville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","34678","Bank of the Ozarkss","http://dbpedia.org/resource/Bank_of_the_Ozarks","26-Mar-10"
"Key Weest Bank","","Key West","http://dbpedia.org/resource/Key_West,_FL","FLL","http://dbpedia.org/resource/Florida","34684","Centennial Bankk","http://dbpedia.org/resource/Centennial_Bank","26-Mar-10"
"McIntosh Commercial Bank","","Carrollton","http://dbpedia.org/resource/Carrollton,_GA","GAA","http://dbpedia.org/resource/Georgia_(U.S._state)","57399","CharterBank","","26-Mar-10"
"Desert Hills Bank","","Phoenix","http://dbpedia.org/resource/Phoenix,_AZ","AZZ","http://dbpedia.org/resource/Arizona","57060","New York Communityy Bank","http://dbpedia.org/resource/New_York_Community_Bank","26-Mar-10"
"Beach First Natiional Bank","","Myrtle Beach","http://dbpedia.org/resource/Myrtle_Beach,_SC","SSC","http://dbpedia.org/resource/South_Carolina","34242","Bank of North Carolinaa","http://dbpedia.org/resource/Bank_of_North_Carolina","9-Apr-10"
"Innovative Bank","","Oakland","http://dbpedia.org/resource/Oakland,_CA","CA","http://dbpedia.org/resource/California","23876","Center Bank","","16-Apr-10"
"Butler Bankk","","Lowell","http://dbpedia.org/resource/Lowell,_MA","MAA","http://dbpedia.org/resource/Massachusetts","26619","People's Uniteed Bank","","16-Apr-10"
"AmericanFirst Bankk","","Clermont","http://dbpedia.org/resource/Clermont,_FL","FL","http://dbpedia.org/resource/Florida","57724","TD Bank, N.A..","","16-Apr-10"
"Riverside National Bank of Florida","","Fort Pierce","http://dbpedia.org/resource/Fort_Pierce,_FL","FL","http://dbpedia.org/resource/Florida","24067","TDD Bank, N.A.","","16-Apr-10"
"First Federal Bank of North Floridaa","","Palatka","http://dbpedia.org/resource/Palatka,_FL","FLL","http://dbpedia.org/resource/Florida","28886","TD Bank, N.A..","","16-Apr-10"
"Tamalpais Bankk","","San Rafael","http://dbpedia.org/resource/San_Rafael,_CA","CAA","http://dbpedia.org/resource/California","33493","Union Bank, N.A..","http://dbpedia.org/resource/Union_Bank,_N.A.","16-Apr-10"
"City Bankk","","Lynnwood","http://dbpedia.org/resource/Lynnwood,_WA","WA","http://dbpedia.org/resource/Washington_(state)","21521","Whidbey Island Bank","","16-Apr-10"
"Lakeside Community Bank","","Sterling Heights","http://dbpedia.org/resource/Sterling_Heights,_MI","MII","http://dbpedia.org/resource/Michigan","34878","","","16-Apr-10"
"Peotone Bank and Trust Company","","Peotone","http://dbpedia.org/resource/Peotone,_IL","ILL","http://dbpedia.org/resource/Illinois","10888","First Miidwest Bank","","23-Apr-10"
"Amcore Bank, National Association","http://dbpedia.org/resource/Amcore_Bank","Rockford","http://dbpedia.org/resource/Rockford,_IL","ILL","http://dbpedia.org/resource/Illinois","3735","Harris N.A..","","23-Apr-10"
"New Century Bank","","Chicago","http://dbpedia.org/resource/Chicago,_IL","ILL","http://dbpedia.org/resource/Illinois","34821","MB Financiial Bank, N.A.","","23-Apr-10"
"Broadway Bankk","http://dbpedia.org/resource/Broadway_Bank_(Illinois)","Chicago","http://dbpedia.org/resource/Chicago,_IL","ILL","http://dbpedia.org/resource/Illinois","22853","MB Financcial Bank, N.A.","","23-Apr-10"
"Lincoln Park Savings Bankk","","Chicago","http://dbpedia.org/resource/Chicago,_IL","ILL","http://dbpedia.org/resource/Illinois","30600","Northbrook Bank & Trust Company","","23-Apr-10"
"Citizens Bank and Trust Company of Chicago","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IIL","http://dbpedia.org/resource/Illinois","34658","Republic  Bank of Chicago","","23-Apr-10"
"Wheatland Bankk","","Naperville","http://dbpedia.org/resource/Naperville,_IL","IIL","http://dbpedia.org/resource/Illinois","58429","Wheaton Bank & Trust","","23-Apr-10"
"Westernbank Puerto Ricoo","http://dbpedia.org/resource/Westernbank","Mayaguez","http://dbpedia.org/resource/Mayaguez,_PR","PRR","http://dbpedia.org/resource/Puerto_Rico","31027","Banco Popular de Puerto Ricoo","http://dbpedia.org/resource/Banco_Popular_de_Puerto_Rico","30-Apr-10"
"Champion Bank","","Creve Coeur","http://dbpedia.org/resource/Creve_Coeur,_MO","MOO","http://dbpedia.org/resource/Missouri","58362","BankLibertyy","","30-Apr-10"
"BC National Bannks","","Butler","http://dbpedia.org/resource/Butler,_MO","MOO","http://dbpedia.org/resource/Missouri","17792","Community First Bankk","","30-Apr-10"
"CF Bancorpp","","Port Huron","http://dbpedia.org/resource/Port_Huron,_MI","MII","http://dbpedia.org/resource/Michigan","30005","First Michigan Bank","","30-Apr-10"
"Eurobank","","San Juan","http://dbpedia.org/resource/San_Juan,_PR","PRR","http://dbpedia.org/resource/Puerto_Rico","27150","Orienntal Bank and Trust","","30-Apr-10"
"R-G Premier Bank of Puerto Rico","http://dbpedia.org/resource/R_%26_G_Financial_Corporation","Hato Rey","http://dbpedia.org/resource/Hato_Rey,_PR","PR","http://dbpedia.org/resource/Puerto_Rico","32185","Scotiabank de Puerto Rico","","30-Apr-10"
"Frontier Bank","","Everett","http://dbpedia.org/resource/Everett,_WA","WA","http://dbpedia.org/resource/Washington_(state)","22710","Union Bank, N.A..","http://dbpedia.org/resource/Union_Bank,_N.A.","30-Apr-10"
"1st Pacific Bank of Californiaa","","San Diego","http://dbpedia.org/resource/San_Diego,_CA","CA","http://dbpedia.org/resource/California","35517","City Nationnal Bank","","7-May-10"
"Towne Bank of Arizonaa","","Mesa","http://dbpedia.org/resource/Mesa,_AZ","AAZ","http://dbpedia.org/resource/Arizona","57697","Commerce Bank of Arrizona","","7-May-10"
"The Bank of Bonifayy","","Bonifay","http://dbpedia.org/resource/Bonifay,_FL","FL","http://dbpedia.org/resource/Florida","14246","First Federal Bank of Florida","","7-May-10"
"Access Bank","","Champlin","http://dbpedia.org/resource/Champlin,_MN","MMN","http://dbpedia.org/resource/Minnesota","16476","PrrinsBank","","7-May-10"
"Satilla Community Bankk","","Saint Marys","http://dbpedia.org/resource/Saint_Marys,_GA","GAA","http://dbpedia.org/resource/Georgia_(U.S._state)","35114","Ameris Bank","","14-May-10"
"New Liberty Bank","","Plymouth","http://dbpedia.org/resource/Plymouth,_MI","MII","http://dbpedia.org/resource/Michigan","35586","Bank of Ann Arborr","","14-May-10"
"Midwest Bank and Trust Companyy","","Elmwood Park","http://dbpedia.org/resource/Elmwood_Park,_IL","IIL","http://dbpedia.org/resource/Illinois","18117","FirstMerit Bank, N.A..","","14-May-10"
"Southwest Community Bankk","","Springfield","http://dbpedia.org/resource/Springfield,_MO","MOO","http://dbpedia.org/resource/Missouri","34255","Simmons First National Bankk","","14-May-10"
"Pinehurst Bankk","","Saint Paul","http://dbpedia.org/resource/Saint_Paul,_MN","MNN","http://dbpedia.org/resource/Minnesota","57735","Coulee Bankk","","21-May-10"
"Sun West Bank","","Las Vegas","http://dbpedia.org/resource/Las_Vegas,_NV","NNV","http://dbpedia.org/resource/Nevada","34785","City National Bankk","","28-May-10"
"Bank of Florida - Southeastt","","Fort Lauderdale","http://dbpedia.org/resource/Fort_Lauderdale,_FL","FFL","http://dbpedia.org/resource/Florida","57360","EverBankk","","28-May-10"
"Bank of Florida - Southwest","","Naples","http://dbpedia.org/resource/Naples,_FL","FFL","http://dbpedia.org/resource/Florida","35106","EverBankk","","28-May-10"
"Bank of  Florida - Tampa","","Tampa","http://dbpedia.org/resource/Tampa,_FL","FL","http://dbpedia.org/resource/Florida","57814","EverBankk","","28-May-10"
"Granite Community Bank, NAA","","Granite Bay","http://dbpedia.org/resource/Granite_Bay,_CA","CAA","http://dbpedia.org/resource/California","57315","Tri Counties Bank","","28-May-10"
"TierOne Bank","","Lincoln","http://dbpedia.org/resource/Lincoln,_NE","NEE","http://dbpedia.org/resource/Nebraska","29341","Great Western Baank","","4-Jun-10"
"First National Bankk","","Rosedale","http://dbpedia.org/resource/Rosedale,_MS","MMS","http://dbpedia.org/resource/Mississippi","15814","The Jefferson Bank","","4-Jun-10"
"Arcola Homestead Savings Bank","","Arcola","http://dbpedia.org/resource/Arcola,_IL","IL","http://dbpedia.org/resource/Illinois","31813","","","4-Jun-10"
"Washington First International Bankk","","Seattle","http://dbpedia.org/resource/Seattle,_WA","WAA","http://dbpedia.org/resource/Washington_(state)","32955","East Weest Bank","","11-Jun-10"
"Nevada Security Bankk","","Reno","http://dbpedia.org/resource/Reno,_NV","NVV","http://dbpedia.org/resource/Nevada","57110","Umpqua Bank","","18-Jun-10"
"High Desert State Bank","","Albuquerque","http://dbpedia.org/resource/Albuquerque,_NM","NNM","http://dbpedia.org/resource/New_Mexico","35279","First American Bank","","25-Jun-10"
"Peninsula Bankk","","Englewood","http://dbpedia.org/resource/Englewood,_FL","FL","http://dbpedia.org/resource/Florida","26563","Premier American Bank, N.A.","","25-Jun-10"
"First National Bankk","","Savannah","http://dbpedia.org/resource/Savannah,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","34152","The Savannah Bank, N.A..","","25-Jun-10"
"Bay National Bankk","","Baltimore","http://dbpedia.org/resource/Baltimore,_MD","MMD","http://dbpedia.org/resource/Maryland","35462","Bay Bank, FSBB","","9-Jul-10"
"USA Bank","","Port Chester","http://dbpedia.org/resource/Port_Chester,_NY","NY","http://dbpedia.org/resource/New_York_(state)","58072","New Century Bank","","9-Jul-10"
"Home National Bank","","Blackwell","http://dbpedia.org/resource/Blackwell,_OK","OK","http://dbpedia.org/resource/Oklahoma","11636","RCB Bankk","","9-Jul-10"
"Ideal Federal Savings Bank","","Baltimore","http://dbpedia.org/resource/Baltimore,_MD","MDD","http://dbpedia.org/resource/Maryland","32456","","","9-Jul-10"
"Woodlands Bankk","","Bluffton","http://dbpedia.org/resource/Bluffton,_SC","SSC","http://dbpedia.org/resource/South_Carolina","32571","Bank of the Ozarkss","http://dbpedia.org/resource/Bank_of_the_Ozarks","16-Jul-10"
"Olde Cypress Community Bankk","","Clewiston","http://dbpedia.org/resource/Clewiston,_FL","FLL","http://dbpedia.org/resource/Florida","28864","CenterState Bank of Florida, N.A..","","16-Jul-10"
"Mainstreet Savings Bank, FSB","","Hastings","http://dbpedia.org/resource/Hastings,_MI","MI","http://dbpedia.org/resource/Michigan","28136","Commercial Bankk","","16-Jul-10"
"Turnberry Bank","","Aventura","http://dbpedia.org/resource/Aventura,_FL","FL","http://dbpedia.org/resource/Florida","32280","NAFH Nationall Bank","","16-Jul-10"
"Metro Bank of Dade Countyy","","Miami","http://dbpedia.org/resource/Miami,_FL","FLL","http://dbpedia.org/resource/Florida","25172","NAFH National Bank","","16-Jul-10"
"First Natioonal Bank of the South","","Spartanburg","http://dbpedia.org/resource/Spartanburg,_SC","SC","http://dbpedia.org/resource/South_Carolina","35383","NAFH National Bankk","","16-Jul-10"
"Williamsburg  First National Bank","","Kingstree","http://dbpedia.org/resource/Kingstree,_SC","SCC","http://dbpedia.org/resource/South_Carolina","17837","First Citizens Bank and Trust Company, Inc..","http://dbpedia.org/resource/First_Citizens_BancShares","23-Jul-10"
"Sterliing Bank","","Lantana","http://dbpedia.org/resource/Lantana,_FL","FL","http://dbpedia.org/resource/Florida","32536","IBERIABANKK","","23-Jul-10"
"SouthwestUSA Bankk","","Las Vegas","http://dbpedia.org/resource/Las_Vegas,_NV","NV","http://dbpedia.org/resource/Nevada","35434","Plaza Bankk","","23-Jul-10"
"Crescent Bank and Trust Companyy","","Jasper","http://dbpedia.org/resource/Jasper,_GA","GGA","http://dbpedia.org/resource/Georgia_(U.S._state)","27559","Renasant Bank","","23-Jul-10"
"Community Security Baank","","New Prague","http://dbpedia.org/resource/New_Prague,_MN","MNN","http://dbpedia.org/resource/Minnesota","34486","Roundbank","","23-Jul-10"
"Homme Valley Bank","","Cave Junction","http://dbpedia.org/resource/Cave_Junction,_OR","ORR","http://dbpedia.org/resource/Oregon","23181","South Valley Bank & Trust","","23-Jul-10"
"Thunder Bankk","","Sylvan Grove","http://dbpedia.org/resource/Sylvan_Grove,_KS","KSS","http://dbpedia.org/resource/Kansas","10506","The Bennington State Bank","","23-Jul-10"
"Coastal Community Bankk","","Panama City Beach","http://dbpedia.org/resource/Panama_City_Beach,_FL","FL","http://dbpedia.org/resource/Florida","9619","Centennial Bankk","http://dbpedia.org/resource/Centennial_Bank","30-Jul-10"
"Bayside Savings Bankk","","Port Saint Joe","http://dbpedia.org/resource/Port_Saint_Joe,_FL","FFL","http://dbpedia.org/resource/Florida","57669","Centennial Bankk","http://dbpedia.org/resource/Centennial_Bank","30-Jul-10"
"The Cowlitz Bankk","","Longview","http://dbpedia.org/resource/Longview,_WA","WAA","http://dbpedia.org/resource/Washington_(state)","22643","Heritage Bank","","30-Jul-10"
"LibertyBank","","Eugene","http://dbpedia.org/resource/Eugene,_OR","ORR","http://dbpedia.org/resource/Oregon","31964","Home FFederal Bank","","30-Jul-10"
"Northwest Bank & Trustt","","Acworth","http://dbpedia.org/resource/Acworth,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57658","State Bank and Trusst Company","","30-Jul-10"
"Ravenswood Bankk","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IIL","http://dbpedia.org/resource/Illinois","34231","Northbrook Bank & Trust Companyy","","6-Aug-10"
